1 0.0 700.0
2 100.0 700.0
3 100.0 600.0
4 0.0 600.0
5 200.0 700.0
6 200.0 600.0
7 300.0 700.0
8 300.0 600.0
9 400.0 700.0
10 400.0 600.0
11 500.0 700.0
12 500.0 600.0
13 600.0 700.0
14 600.0 600.0
15 700.0 700.0
16 700.0 600.0
17 100.0 500.0
18 0.0 500.0
19 200.0 500.0
20 300.0 500.0
21 266.6667 500.0
22 233.3333 500.0
23 400.0 500.0
24 366.6667 500.0
25 333.3333 500.0
26 500.0 500.0
27 466.6667 500.0
28 433.3333 500.0
29 600.0 500.0
30 700.0 500.0
31 100.0 400.0
32 0.0 400.0
33 200.0 466.6667
34 200.0 433.3333
35 200.0 400.0
36 600.0 400.0
37 500.0 400.0
38 500.0 433.3333
39 500.0 466.6667
40 700.0 400.0
41 100.0 300.0
42 0.0 300.0
43 200.0 366.6667
44 200.0 333.3333
45 200.0 300.0
46 600.0 300.0
47 500.0 300.0
48 500.0 333.3333
49 500.0 366.6667
50 700.0 300.0
51 100.0 200.0
52 0.0 200.0
53 200.0 266.6667
54 200.0 233.3333
55 200.0 200.0
56 600.0 200.0
57 500.0 200.0
58 500.0 233.3333
59 500.0 266.6667
60 700.0 200.0
61 100.0 100.0
62 0.0 100.0
63 200.0 100.0
64 233.3333 200.0
65 266.6667 200.0
66 300.0 200.0
67 300.0 100.0
68 333.3333 200.0
69 366.6667 200.0
70 400.0 200.0
71 400.0 100.0
72 433.3333 200.0
73 466.6667 200.0
74 500.0 100.0
75 600.0 100.0
76 700.0 100.0
77 100.0 0.0
78 0.0 0.0
79 200.0 0.0
80 300.0 0.0
81 400.0 0.0
82 500.0 0.0
83 600.0 0.0
84 700.0 0.0
85 222.7278 222.7587
86 222.6305 477.4769
87 477.8138 477.6263
88 476.8952 223.51
89 228.4437 449.1311
90 449.855 472.0449
91 469.8034 253.6467
92 251.3908 228.936
93 228.8798 251.4952
94 251.3497 471.4116
95 472.2323 449.1555
96 448.2376 229.4853
97 231.3251 417.8962
98 418.9226 469.4111
99 461.8315 288.7631
100 282.8366 230.8442
101 230.7205 283.0906
102 231.8179 385.063
103 231.0091 351.2092
104 230.2356 317.1938
105 283.4382 466.4341
106 385.8857 468.6623
107 351.2181 467.9033
108 316.4071 465.5994
109 468.0324 417.2124
110 474.6637 318.5526
111 470.3289 349.8068
112 467.4811 384.0854
113 416.9359 231.4306
114 316.3626 229.5688
115 350.16 229.399
116 384.1925 230.4006
117 262.4566 262.5953
118 259.255 299.8889
119 260.8299 334.4437
120 262.449 369.4596
121 264.1439 405.0601
122 261.1005 438.8986
123 299.819 259.7273
124 286.1577 286.0117
125 332.722 258.4429
126 367.5914 258.1949
127 401.7842 262.987
128 435.9122 263.0152
129 290.1058 316.4972
130 291.6776 351.0283
131 293.8518 387.9801
132 297.3422 428.6731
133 335.4728 435.4068
134 372.1222 438.2739
135 408.0105 437.5109
136 325.308 401.3276
137 358.8292 408.9289
138 395.062 409.2008
139 322.0764 364.9229
140 320.7839 329.4293
141 351.8672 376.2993
142 379.5185 385.2294
143 352.0218 342.9493
144 382.2175 355.4608
145 318.4959 292.6703
146 350.8433 310.8271
147 349.925 282.2934
148 384.4488 321.9236
149 381.3345 289.8177
150 440.8434 439.8439
151 432.8543 403.6599
152 409.1335 375.981
153 439.5546 363.61
154 444.6549 325.1791
155 413.5668 338.9155
156 418.9443 298.5579
