9.999999717180685366e-10 1.999999943436137073e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.999999943436137073e-09 9.999999717180685366e-10 1.999999943436137073e-09 0.000000000000000000e+00 0.000000000000000000e+00 7.999999773744548293e-09 7.999999773744548293e-09 4.999999969612645145e-09 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.999999969612645145e-09 9.999999717180685366e-10 9.999999717180685366e-10 7.999999773744548293e-09 7.999999773744548293e-09 4.999999969612645145e-09 4.999999969612645145e-09 0.000000000000000000e+00 0.000000000000000000e+00
7.999999773744548293e-09 4.999999969612645145e-09 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 0.000000000000000000e+00
7.999999773744548293e-09 4.999999969612645145e-09 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10
7.999999773744548293e-09 4.999999969612645145e-09 4.999999969612645145e-09 1.999999943436137073e-09 1.999999943436137073e-09 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 4.999999969612645145e-09
7.999999773744548293e-09 4.999999969612645145e-09 4.999999969612645145e-09 1.999999943436137073e-09 1.999999943436137073e-09 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 1.999999943436137073e-09 0.000000000000000000e+00
0.000000000000000000e+00 4.999999969612645145e-09 4.999999969612645145e-09 1.999999943436137073e-09 1.999999943436137073e-09 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 4.999999969612645145e-09 0.000000000000000000e+00
0.000000000000000000e+00 4.999999969612645145e-09 4.999999969612645145e-09 1.999999943436137073e-09 1.999999943436137073e-09 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 4.999999969612645145e-09 0.000000000000000000e+00
0.000000000000000000e+00 4.999999969612645145e-09 4.999999969612645145e-09 1.999999943436137073e-09 1.999999943436137073e-09 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 4.999999969612645145e-09 7.999999773744548293e-09
0.000000000000000000e+00 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 4.999999969612645145e-09 0.000000000000000000e+00
9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 0.000000000000000000e+00
9.999999717180685366e-10 9.999999717180685366e-10 1.999999943436137073e-09 1.999999943436137073e-09 1.999999943436137073e-09 1.999999943436137073e-09 1.999999943436137073e-09 9.999999717180685366e-10 9.999999717180685366e-10 0.000000000000000000e+00
0.000000000000000000e+00 1.999999943436137073e-09 4.999999969612645145e-09 4.999999969612645145e-09 4.999999969612645145e-09 4.999999969612645145e-09 4.999999969612645145e-09 1.999999943436137073e-09 9.999999717180685366e-10 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.999999773744548293e-09 1.599999954748909659e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.599999954748909659e-08 7.999999773744548293e-09 1.599999954748909659e-08 0.000000000000000000e+00 0.000000000000000000e+00 6.399999818995638634e-08 6.399999818995638634e-08 3.999999975690116116e-08 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.999999975690116116e-08 7.999999773744548293e-09 7.999999773744548293e-09 6.399999818995638634e-08 6.399999818995638634e-08 3.999999975690116116e-08 3.999999975690116116e-08 0.000000000000000000e+00 0.000000000000000000e+00
6.399999818995638634e-08 3.999999975690116116e-08 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 0.000000000000000000e+00
6.399999818995638634e-08 3.999999975690116116e-08 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09
6.399999818995638634e-08 3.999999975690116116e-08 3.999999975690116116e-08 1.599999954748909659e-08 1.599999954748909659e-08 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 3.999999975690116116e-08
6.399999818995638634e-08 3.999999975690116116e-08 3.999999975690116116e-08 1.599999954748909659e-08 1.599999954748909659e-08 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 1.599999954748909659e-08 0.000000000000000000e+00
0.000000000000000000e+00 3.999999975690116116e-08 3.999999975690116116e-08 1.599999954748909659e-08 1.599999954748909659e-08 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 3.999999975690116116e-08 0.000000000000000000e+00
0.000000000000000000e+00 3.999999975690116116e-08 3.999999975690116116e-08 1.599999954748909659e-08 1.599999954748909659e-08 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 3.999999975690116116e-08 0.000000000000000000e+00
0.000000000000000000e+00 3.999999975690116116e-08 3.999999975690116116e-08 1.599999954748909659e-08 1.599999954748909659e-08 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 3.999999975690116116e-08 6.399999818995638634e-08
0.000000000000000000e+00 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 3.999999975690116116e-08 0.000000000000000000e+00
7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 0.000000000000000000e+00
7.999999773744548293e-09 7.999999773744548293e-09 1.599999954748909659e-08 1.599999954748909659e-08 1.599999954748909659e-08 1.599999954748909659e-08 1.599999954748909659e-08 7.999999773744548293e-09 7.999999773744548293e-09 0.000000000000000000e+00
0.000000000000000000e+00 1.599999954748909659e-08 3.999999975690116116e-08 3.999999975690116116e-08 3.999999975690116116e-08 3.999999975690116116e-08 3.999999975690116116e-08 1.599999954748909659e-08 7.999999773744548293e-09 0.000000000000000000e+00
