1.000050008296966553e-01 1.000050008296966553e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01
2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01
2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01
2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01
0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00
2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00
1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 1.000050008296966553e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 1.000050008296966553e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 2.000100016593933105e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
